-0,216062083646135
0,3876755066513
-0,128630837300925
0,90328588609866
1,05289713809522
-0,117993446192191
0,304318347159673
-0,136658964606714
0,348959000786008
0,0841491786576531
0,00553864277865351
0,38332961046193
0,0905523636164121
-1,07249711659191
-0,65681116086434
-0,487252408474738
0,833810030224972
-0,731884256637311
0,0201060130714285
-0,76639991752008
0,217986153479314
0,656432333140698
-0,431640043639644
-0,0901870285208825
-0,287498910820293
0,787061313530034
0,110866615462767
0,763505858007979
-0,245468343166911
-0,670358111103186
0,0110463827882925
-1,02871252850539
0,017186038985129
-0,527844411484229
0,755784756739527
0,446642831736089
0,542980522430717
-1,17998415813296
0,775191150504368
-0,609672747881209
0,765150900997137
0,742611992068483
-0,328885556378928
-1,509246175253
0,551500487824092
0,0600842012689473
0,788742799966297
0,23206921835812
-0,852120127421772
1,48889157132146
0,503831742757989
-1,10458715185919
-1,29809973612112
0,625000809217776
-0,00419886673231973
0,25009649744678
-0,658957263458631
-0,256643829181732
0,273387854474562
1,02764042239198
0,513741050691159
0,459429600040724
-1,45367788341151
0,325387161037055
-0,236376509721037
-0,469443808751891
0,144691440100453
-0,118591094528969
-0,376823976076636
0,189067961535812
-0,406991200621037
-0,146417766517945
0,183665417436436
0,367579763545196
-0,469760986734778
0,167708830127733
0,729307930233804
-0,293795776060623
0,121401551521912
0,38217192367576
-0,635827477228068
1,010594409261
1,04118087766919
0,418097437157893
-0,547599977464282
-1,28853069752842
-0,850416071615763
-0,941680731480917
-0,8758135248147
-0,711159857577374
-0,914053115386016
0,857772672301407
-0,115316302173565
0,60296179262369
-0,490554842441149
-0,140269145643923
0,93363008432154
0,470367839435665
-0,0824459704442294
0,180045338556893
0,901436773945275
-0,48916486987011
-0,23996704398694
0,0826328300288037
-0,318926724208373
-0,572936374469142
0,0581911550152039
0,111516177297965
-0,557901779618936
0,30072892647757
1,3781990794424
-0,719576978768701
-0,0859127619495257
0,47348365627431
0,695733233969935
0,961365134623473
0,575851095800863
0,0602475879102388
-0,383249354281544
0,330813585991224
-1,06661062468027
0,571911986203491
-0,361221016179037
-1,21302336997645
0,190923078519351
0,772371424905037
-0,734459076406126
0,0578976303563073
-0,608157549975748
1,26771816337088
1,08488478575311
0,497317076592106
0,311007386464
-1,05385779642624
0,74738073563417
0,2868901834206
0,00925526611340748
-0,0730079505595596
-1,02676498985023
-2,05165154043678
-0,0125344626203217
-0,151532864170865
0,2932029525783
0,391005016394416
-0,233934169278508
-0,747568071954024
-0,870552445752991
-0,074308292325004
1,75826793569672
0,18927945004645
-0,152058613759152
-0,619793135682194
-0,319827411922699
1,01617914078961
-0,409382918471153
-0,295630826382194
-0,800271940723847
-0,290550928192158
-2,0883788619298
0,875936151547607
-0,883922614080118
0,737185504552189
0,18381297799721
-0,151952009609549
-0,040880623933453
-1,13966156864819
-0,858974960638103
0,727680546625911
-0,66940917444502
-0,55394012894808
-0,401722146300263
-0,477083227124826
0,00179558446910353
-0,673371946063192
-0,699988156948291
0,435076068248362
0,555452267220867
0,127143390712387
0,790211255571605
-0,257224689754327
-0,214185566409935
0,378453747404103
0,698951681942707
-0,00418766854499166
-0,352497752223739
0,21302115915436
0,0189648516253223
0,91924952171229
0,670068496763004
-0,424568160310123
0,117886173909812
-0,50533777801082
-0,284437178736513
-0,492880268443336
1,18248453532697
0,080675419546859
-1,03279354386679
-0,183722823875288
-0,545459050339618
-0,654154076081676
0,934340401825223
0,38029900824883
-0,00220958420413698
0,0366266707068282
-1,02316339832563
-0,396406992801523
0,570073721578533
-0,0860016935140969
0,225517592992706
0,638010701856752
0,353123082421653
-0,712286157395769
0,357166545800219
0,680189061836717
-0,28297632595883
0,331474747982412
-0,623568614256465
0,921744195496765
0,638737818210757
0,270866210953693
0,316399382684978
-0,147017758812093
0,203847101980997
0,106091871716668
0,441778029835761
-0,850603293556103
-1,06581756151229
-0,953255783617022
-0,543695303508103
0,603249042855484
-0,095346068027611
0,00876909205166529
0,890455844740082
-0,0168080622127156
1,03122119995265
0,670752658858556
-0,595732420949758
-1,05139140422457
-0,633687183868892
-0,685309571123737
0,585122182400863
-1,03351040826824
-0,299531185356335
-0,670090614347206
0,169742998981526
-0,400024324251401
-0,552442780057744
0,379465632787653
1,06952662852596
-0,137998329195655
-0,601464758910436
-0,343971911099185
-0,0804231181177078
-0,236120402275847
-0,0705122241294776
-0,115779412309322
0,676479766301266
0,298589513740156
0,747879492196484
0,59674180029451
-1,00953924889988
0,250968020821134
-0,190515585355805
-1,24704167451834
-0,602477863097519
0,564369272995709
-0,606733488750703
-0,288420398412702
-0,527446471034332
-0,112083939503515
0,223821496130048
-0,428950363418462
0,512499702248147
0,153584179766838
0,510286848451388
-0,266108595144518
-0,942368020656234
0,428227415694864
0,265508381681102
-0,778239043638065
0,776190697907311
0,481441796886815
-0,938461400204294
0,566187848335315
-0,23749033696035
-0,92980433761634
-0,665540452983073
-0,00127534504160173
0,343221884597795
1,11950772560287
1,02504440714884
-0,259383693169864
-0,911398902101959
-0,361493212672342
-0,874807721658023
-0,819710594068759
0,749998806478447
-0,91689983065722
0,731601910316303
-0,840942466812305
-0,15725711134971
-1,1202981747363
0,114537623102132
-0,199624648920414
0,800678476000697
-0,500842241321348
0,027500318589712
0,459935978830469
-0,0667963700598359
-0,608086660739488
0,0628487513881526
-0,603184882536587
0,855218377073383
0,386472758310587
0,997346453313993
0,299501583474252
-0,247454065165843
-0,165738006462134
-0,0177521188376483
1,03143816968959
1,08704750511711
0,578544147039173
0,183100878595986
-0,269008477908445
0,222140287442179
-0,750847492659073
0,784159743767904
-0,192592633419513
-0,530701755684374
0,319953583014589
-0,0249400222102256
0,648607038680773
0,0723630217397311
0,402324717410817
-0,592898569510792
0,454993027118957
-0,985788392643195
0,464993819711335
0,78543731642248
0,0578099762113298
0,437215295959217
-0,44144156269742
-0,55822823089537
-0,215121139229982
0,0302882254333661
-0,121720867197795
0,0606851143458128
-0,219823157946309
-0,719296228283356
-0,0240885392413477
0,385441316745468
-0,434857346605396
0,472308759349398
0,911611647151078
-0,842006063277523
-0,559115336074768
-0,251758635513698
0,35690797130553
1,4738940854373
0,524897110317903
-0,923201548300532
-0,431644657790489
-0,547550725668702
0,586166595107755
0,236163876755759
0,381397047376001
0,218335756389269
-0,953415016425241
-0,00481166926863647
-0,898546875220151
-0,19301082153217
0,775698665950819
-0,0698827997441579
-1,01771848251843
-0,728943381778116
0,552734745802286
0,730934166948785
-0,527717207702882
0,573045469246752
-1,0771339199148
0,839503604451403
-0,0679213786493263
0,99195117163068
0,978251323066776
-0,71770508200625
-0,752698121352478
-0,643971241813957
0,44579561483412
-0,202009350870428
0,0679319578653992
-0,343064703972696
0,471667687009691
0,485181374475483
-0,981609418904832
-0,282643802357169
0,752937335739816
-0,89982085925899
-0,336076854274454
0,338844004744246
1,30630623935813
0,288902832820009
-0,651453202073205
0,718382280072064
-0,315298872044117
0,766296009141273
0,490765897430964
0,758336934086703
0,341952830950272
0,196802984129244
0,342775769643048
0,0334316906603441
-0,285325789899697
-0,457976901864493
0,930846516409438
-0,596157315862769
0,673673368060671
-1,10705025406856
-0,719617682692199
0,554090562849147
0,079235777240459
-0,16433886136163
-0,484192016387888
0,749879544271856
0,967400670392152
-0,136763944061154
0,099856691373551
-0,751999973156325
-0,190828411285699
0,740995664385826
0,127726449570408
-0,162122848023865
-0,134778538381744
0,126991112355392
1,10140410165838
0,55833251202098
-0,0482280340755089
-0,0278353891122387
0,489725643988703
-0,522670904752399
-0,613792459988042
-0,277092161682357
0,161950843958064
1,43981210972455
0,145908452425661
-0,641188667310572
-1,0216053446266
0,0658443669978215
0,989225961915906
-1,11456768212
-0,125093194132511
-0,430645505565602
0,755686732169418
0,260940082694171
-0,176846546276904
-0,158036439299798
-0,441905073240583
-0,186294632410399
1,11102340406093
-0,0252521561278779
-0,325043517879543
0,584584767613686
-0,281945704628221
1,13835635281933
-0,769442478689559
-0,34992776342495
-1,03408497751791
1,01263594614234
-0,0658414200280896
-0,449364811426531
-0,1434150654831
-1,11560013321849
-0,083028339216493
-0,800784441468926
0,111919806251217
-0,856427971537687
0,80893970856866
-0,136000371331959
1,01659765927436
0,526704506839182
0,629254108699769
-1,01813060829353
-0,675428077215543
0,114161146936013
0,0451243533115612
-0,448463936939933
0,200022058099488
0,602638514246932
0,968085073439184
-0,561436189323149
-1,06704416525717
-0,692406841041612
0,120219726192738
-0,230677597911213
0,510180861216942
0,0918316311368021
1,20935988845731
0,27881559500285
0,670088253197535
0,184741719969623
-0,701570171137993
-1,00881196022475
-0,807887839852893
0,177093731369763
-0,193107510897701
-1,04255965119947
0,129353074823084
0,443256735339354
0,90591112675304
-0,76498913245802
0,421337276223075
0,753009179823686
-0,409973155645562
-0,761672794190118
0,607900851068487
-0,30131010518772
-0,0777293895817153
0,783144302953631
0,263728952283617
0,422214385738024
0,727956784705893
-0,548284215524557
1,09026548742377
-0,890880612811256
-1,06285534103469
-0,857688745627784
0,544360727268296
-0,761503216264919
-0,90896990634028
-0,441558112652277
-1,00451339614007
-0,397928472761729
-0,174321529966472
-0,0818684870036127
0,521452230791305
0,300861888859613
0,794283521821976
0,648936642173114
0,818315286758287
-0,388209076402348
-0,428394141126152
0,811877462957917
0,467200755703957
0,285207287235654
-0,173380197187455
-0,583435556727875
0,415230246621985
-0,620923444612874
0,394213207761653
-0,140796255975901
0,887349126978499
-1,17556423842603
-0,794870245576601
-0,59044187420953
0,579766627564962
0,907412530993357
-0,450895972529465
1,31469214887405
0,74762053187338
-0,888406689830615
-0,0217487146198987
0,0187583417428322
-0,463683199748102
0,851233507602215
-0,99163096550937
-0,368981884575506
-0,346884573549865
0,555762434120853
-0,413605683053338
-0,963617850692535
-0,553691369416161
0,647163133662366
0,956393419415803
-0,422657800319112
-0,542577714901293
1,05051086823208
-0,0693661380177107
-0,277955624526607
0,0737121011705519
0,304007617350904
-0,293803579705966
-0,801194637198349
0,667351153979231
0,547091057600049
-0,92329224372402
-0,747144629488316
-0,263062591350424
-0,590023787706376
0,794584540116271
0,219143314667552
-0,132812515552871
-0,769724403658465
-0,717558384373035
0,511994796668129
0,555377857559464
0,613935895165921
0,118434172449456
-1,40969713974432
0,165045857969376
-0,737461638189781
0,527219058747838
0,47126460825705
0,782743738301033
-0,0869654991046186
-1,09330412531774
-0,0404874805002014
-0,874853529222286
0,950441348168651
0,835041703639141
0,842877444102057
0,640985016879455
0,721463040202162
-0,47224130987374
0,516521039294283
0,318094451217761
-0,394940757634135
-1,38299559602628
-0,538456199314616
0,452149224468316
1,12473847888264
-0,350221671614721
-1,08827738331955
-0,731888259569934
0,539133365330301
0,301688475937192
0,12300897112731
0,235760637165726
-0,701502485506845
0,0724561462080262
0,178019682833337
-0,324383591468713
-0,574112673346082
0,473431849752343
-0,437056686130726
1,16055502523382
-0,118115407133229
-0,616566383721068
-0,820665256195511
0,642970196007071
0,404393518722094
0,671542471124322
-0,562829586623869
-0,300693535476283
1,3893522791416
-0,44782879903038
-0,0879872458800021
0,364144390809991
-0,502678496086941
-1,25110375840299
-0,0115690714264637
0,563116290535246
-0,272353290349366
-0,437205305308203
-0,525274377059013
0,528809227701896
0,430954532384251
0,223786664022362
-0,804706852405104
1,34786878994998
0,305483919946068
0,0314320280634249
1,27694950633668
-0,251572656524742
0,362803074471746
-0,047179762386649
-0,332315922410088
-0,672289754339034
0,433837358391994
0,551637646196724
-0,571191297766307
1,25527484090731
0,163463199024365
0,016833726035423
0,269252929616084
0,809703766780531
-1,30394016398618
0,207719792295226
-0,355180021103989
0,368567382291251
0,578572480477493
0,922500146658171
-0,425832078330811
-0,612930572342429
-1,04353698558698
-0,0247077294282841
-0,755535014981978
0,750097262670205
-0,71262103161858
0,196601711982696
-0,226975622850133
0,214046206505536
-0,875366738037332
-0,419888078288341
-0,922837978838448
-0,795838257884945
-0,776613988108783
-0,796658370356935
0,916274701558721
-0,326889360894073
0,17847796091317
0,304112123899642
0,857628813479348
0,460847451492411
0,386436101074054
0,457151133184989
0,859504440588907
0,444566747249983
-0,0914324575147217
0,334534382981174
0,563036748684721
-0,29629398786426
-0,0119129621854615
-0,277779025337835
-1,11133401616752
-0,687931254602349
-0,214478704149534
0,777204169497737
-0,7127908767326
1,04445168277625
0,276071254219443
0,164118257222789
-1,29828557004833
-0,707891847101915
0,368718689673105
0,204593739315291
0,819112383252153
0,422444455204469
0,0331740872681922
0,56766834948314
1,26735405634468
-0,839255273248893
0,439243264758391
0,625796774445787
-0,0638803523259767
-0,355283400168671
0,52338505191979
0,00346198467953832
-0,390950532076101
0,394952811997705
0,505015900397121
-0,397055333502523
-0,134118269699381
0,140955375168273
0,916428831762939
-0,654527969105438
-0,499041142624408
0,432527316893702
-0,677605941075982
1,31344417292921
0,535435884107731
-0,541371518303251
0,586912391453777
-0,397525482439734
0,796090902057353
0,892149762810718
-0,228187744699478
0,224980995235175
-0,813275379966212
-0,4557566858303
0,145320287786041
-0,759612166872473
-0,54396017196788
0,879402546421403
0,350994803227806
0,682241852171443
-0,0703919410144364
0,463444364684046
-0,576976140646017
0,17605968813593
-0,182435914225492
0,766271441178723
0,267675349443564
0,120147161475336
-0,824265212234499
-1,08136154787868
-1,2665513601793
-0,291293654964235
-0,221856239600028
-0,227222093990099
-0,534859760891475
-0,313262658243694
0,445605259711934
0,00394125516715647
0,489674629359342
0,431166955055455
-0,386029096326085
0,703073330453009
0,684794144244568
-0,38743438530459
0,930416616057258
-0,932889114000173
-1,08542040784451
0,92216227104024
-1,02380380281776
-0,345554518555584
-0,752192414011384
0,0168243701177192
0,805127761737407
0,925238382949281
0,736793172023047
0,0321840058551592
-0,0139848915398526
0,0212578768363
0,202140902985736
0,555167198785392
0,681144047316712
-0,450251397830187
0,889182960965722
0,892336244956457
0,582439145952329
0,267446910235452
-0,37226120820679
0,66747156320274
-1,18590155471584
-0,438130738004219
0,0794639762587984
0,379099039878281
-0,799089696493492
0,856004202690772
0,29119129540875
0,613951722123398
0,63284996301155
1,07519237264622
0,284431325710893
0,27439232858989
-0,194249725647073
-0,0016996696747766
-0,116524629314407
-0,254688103170701
0,293783405834805
0,0166831396394089
0,158665514495754
-0,140855293648484
0,297714418205495
0,117126324879204
0,222208156762112
-1,08848939654221
0,664310171257559
0,672139127702662
0,876345820934354
-0,971526782829174
0,60984385285594
0,521124857706738
-0,0906640618350397
-1,12498947547815
0,583418662661819
-0,433521707353949
0,533671482302952
0,268975206409633
-1,17502057406132
-0,401800105901683
-0,427269852669086
0,574912631504085
-0,339244633709484
0,507808532029167
0,108726064845431
-0,379985885184182
0,867639146393312
-0,483501739361007
-0,254420581252458
-0,268663836020217
0,294713804521141
0,254256135733531
-1,24065651047633
-0,542468044733404
-0,791108000929199
0,256583088622753
-0,00184636236156643
-0,551197369625772
0,127542774188807
-0,198024875776356
0,529182930643879
-0,598229321121644
-1,08390504181134
-0,138372031599447
-0,900088815739637
0,965822898115554
0,0804172443959509
0,14584529045257
0,372843086088385
-0,41283198461551
1,16115961509425
0,666566844225019
-0,198394067518512
-0,276184432900891
-0,885899611863776
0,418189321577972
-1,09694718438771
0,267062835289288
-0,789921285656595
-0,866580112649355
-1,11068531736029
0,357300776793865
-0,201907069525831
0,379525919833521
-0,228586495658187
-0,493045769006117
0,463403666525724
-0,801014432233297
0,827282281174554
-0,915649525138976
-1,0188936611008
0,147723060548639
0,844535553459944
0,153154188647753
-0,00558436496273088
-0,761580952718231
0,776743552238941
0,838706305952593
1,22850231428593
0,267297442826102
-0,598799534829468
-0,425863234208608
0,428831438541077
-0,395483169162015
0,256429109575238
0,312196638083178
0,893021696477592
0,417444141940369
0,075409646647072
0,0336559241199637
0,189190012260141
0,0276303696712404
-0,156743101377452
-0,117054049741509
-0,508209613818013
-0,810781128809743
0,989638273509233
-0,15371616715365
-0,61478799874597
0,598145650648472
-0,596100189506962
-0,0902805239576451
0,431293460281067
0,167553774656018
0,835785116781174
-0,735741239271232
-1,06275990484415
-0,706166225166995
0,8888714816696
0,579945483768581
0,496567272897233
-0,512922895118358
0,921827912390208
-0,606568729545553
-0,802484259617851
1,21534224489829
-0,922719892619032
-0,903434931767166
-1,21331127848886
0,373034488221601
-0,767609221920206
-1,012341344102
0,489909542912219
-0,429000292882835
-0,135156590094809
0,258380035308702
-1,03717771581139
-0,056221771891426
-0,62748691552476
-0,309211415113168
-0,425189021583733
0,302906123020789
0,264221649016178
0,63944161191999
0,356796816935895
0,326011788156997
0,23042458879496
-0,893295682586856
-0,584405126582835
-0,111707195835194
-0,0114732123782659
0,936798967450133
0,756777897732271
0,124248850866965
0,113050127384095
-0,419682922494505
0,0439248860535078
-0,888481761579618
-0,586993952657574
0,367802605684581
-0,671712354067946
0,171673345072747
-0,616384271678917
0,534663362643984
-0,18466086873709
-0,870945487951076
0,644135278120995
-0,247459011948989
-0,463323851260542
-0,492679815620643
0,826653047729512
0,159576903395309
0,904367403468394
-0,600485733611145
0,184858342362248
